amenity,arts_centre
amenity,atm
amenity,bank
amenity,bar
amenity,bbq
amenity,bench
amenity,bicycle_parking
amenity,bicycle_rental
amenity,bus_station
amenity,cafe
amenity,car_wash
amenity,cinema
amenity,clinic
amenity,college
amenity,community_centre
amenity,courthouse
amenity,dentist
amenity,doctors
amenity,drinking_water
amenity,fast_food
amenity,ferry_terminal
amenity,fire_station
amenity,fountain
amenity,fuel
amenity,grave_yard
amenity,hospital
amenity,hunting_stand
amenity,kindergarten
amenity,library
amenity,marketplace
amenity,nightclub
amenity,nursing_home
amenity,parking
amenity,parking_entrance
amenity,parking_space
amenity,pharmacy
amenity,place_of_worship
amenity,police
amenity,post_box
amenity,post_office
amenity,pub
amenity,public_building
amenity,public_building
amenity,recycling
amenity,restaurant
amenity,school
amenity,shelter
amenity,social_facility
amenity,swimming_pool
amenity,taxi
amenity,telephone
amenity,theatre
amenity,toilets
amenity,townhall
amenity,university
amenity,vending_machine
amenity,veterinary
amenity,waste_basket
amenity,waste_disposal
attraction,roller_coaster
barrier,block
barrier,bollard
barrier,cattle_grid
barrier,cycle_barrier
barrier,entrance
barrier,fence
barrier,gate
barrier,kerb
barrier,kissing_gate
barrier,lift_gate
barrier,stile
barrier,toll_booth
building,apartments
building,barn
building,bridge
building,bunker
building,cabin
building,cabin
building,chapel
building,church
building,commercial
building,construction
building,detached
building,entrance
building,farm
building,garage
building,garages
building,hangar
building,hangar
building,hospital
building,hotel
building,house
building,hut
building,industrial
building,mosque
building,office
building,public
building,residential
building,retail
building,roof
building,ruins
building,school
building,shed
building,stable
building,static_caravan
building,storage_tank
building,terrace
building,train_station
building,transformer_tower
building,university
building,warehouse
cuisine,burger
cuisine,chinese
cuisine,coffee_shop
cuisine,german
cuisine,italian
cuisine,japanese
cuisine,mexican
cuisine,pizza
cuisine,regional
cuisine,sandwich
denomination,catholic
highway,bus_stop
highway,crossing
highway,elevator
highway,emergency_access_point
highway,give_way
highway,milestone
highway,mini_roundabout
highway,motorway_junction
highway,platform
highway,residential
highway,rest_area
highway,service
highway,speed_camera
highway,steps
highway,stop
highway,street_lamp
highway,traffic_signals
highway,turning_circle
historic,archaeological_site
historic,boundary_stone
historic,castle
historic,memorial
historic,monument
historic,ruins
historic,wayside_cross
historic,wayside_shrine
historic,yes
landuse,allotments
landuse,cemetery
landuse,commercial
landuse,farm
landuse,farmyard
landuse,forest
landuse,industrial
landuse,quarry
landuse,reservoir
landuse,residential
landuse,retail
landuse,scrub
landuse,village_green
leisure,garden
leisure,golf_course
leisure,hot_spring
leisure,marina
leisure,miniature_golf
leisure,nature_reserve
leisure,park
leisure,picnic_table
leisure,playground
leisure,slipway
leisure,sports_centre
leisure,stadium
leisure,swimming_pool
leisure,track
leisure,track
leisure,water_park
man_made,chimney
man_made,flagpole
man_made,mast
man_made,petroleum_well
man_made,pier
man_made,reservoir_covered
man_made,silo
man_made,storage_tank
man_made,surveillance
man_made,survey_point
man_made,tower
man_made,wastewater_plant
man_made,water_tower
man_made,water_well
man_made,water_works
man_made,works
natural,bare_rock
natural,bay
natural,beach
natural,cave_entrance
natural,cliff
natural,grassland
natural,land
natural,peak
natural,ridge
natural,rock
natural,saddle
natural,scrub
natural,spring
natural,tree
natural,water
natural,wetland
natural,wood
place,farm
place,island
place,islet
place,village
power,cable_distribution_cabinet
power,generator
power,line
power,pole
power,portal
power,station
power,sub_station
power,substation
power,switch
power,tower
power,transformer
power_source,wind
tourism,alpine_hut
tourism,artwork
tourism,attraction
tourism,camp_site
tourism,caravan_site
tourism,chalet
tourism,guest_house
tourism,hostel
tourism,hotel
tourism,information
tourism,motel
tourism,museum
tourism,picnic_site
tourism,viewpoint
tourism,zoo
waterway,canal
waterway,dam
waterway,lock_gate
waterway,rapids
waterway,river
waterway,stream
waterway,waterfall
waterway,weir
