amenity,arts_centre,0
amenity,bank,0
amenity,bar,0
amenity,bench,0
amenity,bicycle_parking,0
amenity,biergarten,0
amenity,boat_storage,0
amenity,bus_station,0
amenity,cafe,0
amenity,car_rental,0
amenity,car_wash,0
amenity,childcare,0
amenity,cinema,0
amenity,clinic,0
amenity,college,0
amenity,community_centre,0
amenity,courthouse,0
amenity,dentist,0
amenity,doctors,0
amenity,driving_school,0
amenity,embassy,0
amenity,fast_food,0
amenity,ferry_terminal,0
amenity,fire_station,0
amenity,fountain,0
amenity,fuel,0
amenity,grave_yard,0
amenity,hospital,0
amenity,kindergarten,0
amenity,library,0
amenity,marketplace,0
amenity,motorcycle_parking,0
amenity,nightclub,0
amenity,nursing_home,0
amenity,parking,0
amenity,parking_space,0
amenity,pharmacy,0
amenity,place_of_worship,0
amenity,police,0
amenity,post_office,0
amenity,prison,0
amenity,pub,0
amenity,recycling,0
amenity,residential,0
amenity,Residential,0
amenity,restaurant,0
amenity,retirement_home,0
amenity,school,0
amenity,shelter,0
amenity,social_facility,0
amenity,studio,0
amenity,taxi,0
amenity,theatre,0
amenity,toilets,0
amenity,townhall,0
amenity,university,0
amenity,veterinary,0
amenity,waste_disposal,0
barrier,avalanche_protection,0
barrier,block,0
barrier,bollard,0
barrier,chain,0
barrier,city_wall,0
barrier,ditch,0
barrier,embankment,0
barrier,fence,0
barrier,field_boundary,0
barrier,gate,0
barrier,guard_rail,0
barrier,handrail,0
barrier,hedge,0
barrier,hedge_bank,0
barrier,kerb,0
barrier,line,0
barrier,retaining_wall,0
barrier,toll_booth,0
barrier,traffic_island,0
barrier,wall,0
barrier,wire_fence,0
barrier,wood_fence,0
bridge,aqueduct,0
bridge,boardwalk,0
bridge,movable,0
bridge,suspension,0
bridge,viaduct,0
building,abandoned,0
building,agricultural,0
building,allotment_house,0
building,apartment,0
building,apartments,0
building,bangunan,0
building,barn,0
building,beach_hut,0
building,boathouse,0
building,bridge,0
building,building,0
building,bungalow,0
building,bunker,0
building,cabin,0
building,carport,0
building,castle,0
building,cathedral,0
building,chapel,0
building,church,0
building,civic,0
building,collapsed,0
building,college,0
building,commercial,0
building,residential,0
building,constructie,0
building,construction,0
building,cowshed,0
building,dam,0
building,damaged,0
building,destroyed,0
building,detached,0
building,dormitory,0
building,duplex,0
building,dwelling_house,0
building,education,0
building,factory,0
building,farm,0
building,farm_auxiliary,0
building,garage,0
building,garages,0
building,ger,0
building,glasshouse,0
building,grandstand,0
building,greenhouse,0
building,hall,0
building,hangar,0
building,hospital,0
building,hotel,0
building,house,0
